机构名称,机构类型,地址,电话,评分,营业时间,经度,纬度,城市,区县,POI_ID,数据来源
驻马店蔡州心理咨询中心,心理咨询中心,龙祥路一高体育场,15286899236,3.5,08:30-19:00,114.262474,33.270883,驻马店市,上蔡县,B0KKMHHM3V,试点地区搜索
绍灵心理咨询,心理咨询中心,电焊机厂家属院南门旁,13721378387,3.3,08:00-20:00,114.027609,32.971259,驻马店市,驿城区,B0I10S369A,试点地区搜索
驻马店市青少年心理健康评估中心,心理咨询中心,驻马店市民中心3层,,3.7,08:00-12:00 15:00-18:00,114.022515,33.009016,驻马店市,驿城区,B0LU2HWFV9,试点地区搜索
道缘阁(西平国际商贸城店),其他,香港路北段,13223837915,3.7,,113.986035,33.392806,驻马店市,西平县,B0IA3XJY0K,试点地区搜索
莱恩心理咨询,心理咨询中心,骏马路与团结路交叉口向南15米路东,13193730887,3.6,08:00-20:00,114.020547,32.991118,驻马店市,驿城区,B0FFM962UR,试点地区搜索
驻马店市心理咨询治疗中心,心理咨询中心,雪松路东段51号,,4.0,,114.066806,32.987333,驻马店市,驿城区,B018C01B01,试点地区搜索
民和心理咨询室,心理咨询中心,四季花城三期,,3.7,,113.327957,32.713124,驻马店市,泌阳县,B0LUCCWP19,试点地区搜索
阳光心理工作室,其他,文汇小区西侧,,3.5,,114.632990,32.946075,驻马店市,平舆县,B0LGFOTLSO,试点地区搜索
慧宇家庭教育青少年心理咨询服务中心,心理咨询中心,清河大道与健康路交叉口西420米,,3.3,,114.616192,32.952056,驻马店市,平舆县,B0J3MS6SHO,试点地区搜索
燕归来心理咨询工作室(暂停营业),心理咨询中心,英才路与梁祝大道交叉口西220米,15239052155,3.2,,114.349220,33.011214,驻马店市,汝南县,B0FFHP0Y6I,试点地区搜索
阳光心理咨询中心,心理咨询中心,盘古山路新天地未来城,15738930632,3.6,24小时营业,113.994008,33.002862,驻马店市,驿城区,B0KRJZZCL8,试点地区搜索
润心林心理咨询中心(置地大道店),心理咨询中心,置地大道与乐山大道交叉口西南60米,,2.8,,114.027346,33.001467,驻马店市,驿城区,B0LADC3JTZ,试点地区搜索
汝南县社会心理服务体验中心,其他,梁祝大道324号,,,,114.351191,33.012310,驻马店市,汝南县,B0H04SAAV9,试点地区搜索
西平县社会心理服务中心,其他,棠溪大道老行政服务中心,,,,114.014482,33.373963,驻马店市,西平县,B0LRXC0ZZ7,试点地区搜索
康辰星儿童干预中心,其他,橡林街道康辰星儿童干预中心,13513969272,4.2,08:00-20:00,114.000895,32.976907,驻马店市,驿城区,B0LD67A54S,试点地区搜索
益倍通健康干预中心,其他,迅达路与文祥路交叉口东120米,,,,114.013403,32.993608,驻马店市,驿城区,B0FFLKO8UC,试点地区搜索
中和亚健康体质干预中心,其他,清河南路与卫生路交叉口西200米,,,,114.628905,32.952414,驻马店市,平舆县,B0JD91S1RX,试点地区搜索
优抚医院,其他,厦门路2号,0717-6330478;0717-6331552,,09:00-21:00,111.321962,30.713977,宜昌市,西陵区,B02CD017CC,试点地区搜索
长阳土家族自治县中医院(星城二路),其他,龙舟坪镇星城二路1号,0717-5322076,,24小时营业,111.164610,30.495899,宜昌市,长阳土家族自治县,B0G3UA0DAI,试点地区搜索
当阳市精神卫生中心,精神专科医院,锦屏大道与坝陵大道交叉口西南100米,,,,111.803296,30.836739,宜昌市,当阳市,B0FFH09L0F,试点地区搜索
宜昌市精神卫生中心,精神专科医院,厦门路2号优抚医院,0717-6331554,,,111.322703,30.714143,宜昌市,西陵区,B02CD017B0,试点地区搜索
长阳土家族自治县精神卫生健康中心,其他,宗家湾路80号,0717-5322363,,,111.200419,30.475944,宜昌市,长阳土家族自治县,B02CD03ZAO,试点地区搜索
宜都市精神卫生中心,精神专科医院,宜都市第一人民医院附属红十字医院,,,,111.448448,30.374300,宜昌市,宜都市,B0FFFO5KBP,试点地区搜索
远安县人民医院精神卫生中心,精神专科医院,鸣凤镇凤仪路169号远安县人民医院,,,,111.654163,31.059390,宜昌市,远安县,B0L10XE7KR,试点地区搜索
兴山弘仁康复医院精神科,其他,望月路18-2号,,,,110.761742,31.231711,宜昌市,兴山县,B0KGGS77XV,试点地区搜索
宜昌市心理医院,其他,宜昌市优抚医院(宜昌市精神卫生中心),15342457238,,24小时营业,111.322601,30.714150,宜昌市,西陵区,B0JDSUQ3R3,试点地区搜索
宜昌市青少年心理健康中心,心理咨询中心,厦门路2号宜昌市优抚医院3层,15926979103,3.9,24小时营业,111.321775,30.714525,宜昌市,西陵区,B0HUD7KY31,试点地区搜索
宜昌市优抚医院-心理大楼,其他,厦门路与发展大道交叉口西北220米,,,,111.322591,30.714167,宜昌市,西陵区,B0LDLNLI9A,试点地区搜索
可靠树心理工作室,其他,沿江大道168号万达A座1301室,13986775766,3.9,09:00-17:30,111.306942,30.680799,宜昌市,伍家岗区,B0FFKR5NLR,试点地区搜索
山顶心灵驿站,其他,桥边镇六里河村7组20号,18806834290,3.8,09:00-19:00,111.149852,30.667937,宜昌市,点军区,B0IRZR3LK3,试点地区搜索
曹原宜昌炽尘心理,其他,城东大道与合益路交叉口领地7栋302,17771711428;19186254134,3.8,08:00-20:00,111.347800,30.672081,宜昌市,伍家岗区,B0K6SS5080,试点地区搜索
湖北心晴佳心理咨询有限责任公司,心理咨询中心,沿江大道特168-7号宜昌万达C座1816室,13477145929,2.5,,111.307857,30.680027,宜昌市,伍家岗区,B0K3H760LF,试点地区搜索
老王心理咨询,心理咨询中心,鸦鹊岭镇内环路34号,,4.1,,111.590998,30.642116,宜昌市,夷陵区,B0HB9HESZD,试点地区搜索
宜昌心聆空间心理咨询中心,心理咨询中心,东艳路9号,18062370329,3.8,,111.348711,30.658998,宜昌市,伍家岗区,B0JUHSU0FJ,试点地区搜索
央观堂心理咨询,心理咨询中心,名都路与湖滨街交叉口西北40米,,4.0,,111.440425,30.379975,宜昌市,宜都市,B0LBRDIZL0,试点地区搜索
宜昌市中心血站献血大厅,其他,大连路5号中心血站2层,0717-6345103,,08:00-17:30,111.319394,30.699699,宜昌市,西陵区,B0FFIW2CKI,试点地区搜索
运动康复中心,其他,宜昌市中医医院西南门旁,,,,111.298964,30.685056,宜昌市,伍家岗区,B0LU7BTTVX,试点地区搜索
宜昌市中心人民医院(伍家院区),其他,夷陵大道183号,0717-6496666;0717-6483495;0717-6486947,,07:30-17:30,111.306907,30.684410,宜昌市,伍家岗区,B0FFFGWCLN,试点地区搜索
宜昌市中心血站(大连路),其他,大连路5号,0717-6341911,,,111.319434,30.699721,宜昌市,西陵区,B02CD01DB1,试点地区搜索
手机维修中心,其他,马家店街道迎宾大道46-45,,4.0,07:30-20:30,111.747427,30.429096,宜昌市,枝江市,B0FFHRW0KV,试点地区搜索
深圳市康宁医院(罗湖分院),其他,翠竹路1080号(田贝地铁站D口步行270米),,,08:00-12:00 14:00-17:00,114.131093,22.563840,深圳市,罗湖区,B02F37VEIG,试点地区搜索
深圳市康宁医院(坪山院区),其他,振碧路77号,,,08:30-12:00 13:00-16:30,114.304368,22.661791,深圳市,坪山区,B0FFKC2IK8,试点地区搜索
深圳市南山区慢性病防治院,其他,南商路16号(南油地铁站A口步行400米),0755-26648381,,08:00-12:00 14:00-17:00,113.928177,22.507358,深圳市,南山区,B0FFF63U7F,试点地区搜索
深圳怡宁医院,其他,观湖街道鹭湖社区环观南路101号,0755-21034451;13923403386,,24小时营业,114.078461,22.690414,深圳市,龙华区,B0FFHSYAT8,试点地区搜索
深圳市龙华区精神卫生中心,精神专科医院,观澜大道118(茜坑地铁站F口旁),0755-28024008,,09:00-18:00,114.041597,22.697255,深圳市,龙华区,B0FFGP0E96,试点地区搜索
深圳紫荆安康医院,其他,沙井街道新沙路,,,,113.790279,22.730222,深圳市,宝安区,B0JG2MBNTU,试点地区搜索
深圳市精神卫生中心,精神专科医院,深圳市康宁医院坪山院区北门东60米,,,24小时营业,114.304880,22.663035,深圳市,坪山区,B0I6BROQYW,试点地区搜索
深圳市儿童医院,其他,莲花街道福新社区益田路7019号,0755-83936101,,08:00-17:00,114.053925,22.547396,深圳市,福田区,B02F3006F6,试点地区搜索
深圳市妇幼保健院(红荔院区),其他,园岭街道长城社区红荔路2004号(通新岭地铁站D口步行170米),,,08:00-17:00,114.094216,22.549673,深圳市,福田区,B02F30537D,试点地区搜索
深圳市宝安区妇幼保健院,其他,玉律路56号,0755-27812637;0755-27863999,,24小时营业,113.876734,22.561977,深圳市,宝安区,B0FFI9PKZE,试点地区搜索
深圳市龙岗区妇幼保健院,其他,中心城爱龙路6号(回龙埔地铁站B口电梯上来天桥到北门入口),0755-89910371,,24小时营业,114.234828,22.728069,深圳市,龙岗区,B02F37SEBE,试点地区搜索
深圳市南山区人民医院,其他,桃园路89号,0755-26553111,,24小时营业,113.922873,22.530603,深圳市,南山区,B02F37W6BO,试点地区搜索
深圳市宝安中医院(集团),其他,裕安二路25号,0755-29629366,,09:00-12:00 14:30-17:30,113.899183,22.571818,深圳市,宝安区,B02F38MTMC,试点地区搜索
龙华区妇幼保健院,其他,大浪街道华旺路68号,0755-29821199,,24小时营业,113.992870,22.671729,深圳市,龙华区,B02F38S9PB,试点地区搜索
深圳市罗湖区妇幼保健院(太白路),其他,太白路2013号(太安地铁站E口步行390米),0755-25510706,,08:00-12:00 14:00-17:00,114.136659,22.576369,深圳市,罗湖区,B02F37VD7C,试点地区搜索
深圳市福田妇幼保健院,其他,金田路1019号,0755-83823120,,24小时营业,114.064373,22.522800,深圳市,福田区,B02F38IO8B,试点地区搜索
深圳市南山妇幼保健院,其他,湾厦路1号(东角头地铁站D口步行110米),0755-26566646,,08:00-12:00 14:00-17:00,113.930351,22.487406,深圳市,南山区,B02F37UF62,试点地区搜索
南方科技大学蓝生脑科医院,其他,龙观大道360号,0755-61119999,,08:00-18:00,114.012502,22.658521,深圳市,龙华区,B0HRT554SZ,试点地区搜索
深圳市光明区妇幼保健院院本部,其他,光明街道华夏路39号,,,08:00-19:00,113.943372,22.752281,深圳市,光明区,B0H10STCBE,试点地区搜索
深圳市大鹏新区妇幼保健院(乐其院区),其他,布新路29号,,,09:00-21:00,114.485179,22.580492,深圳市,龙岗区,B0JB7AIMNT,试点地区搜索
深圳市第四人民医院,其他,石井街道金牛西路1号,0755-21589999;0755-28299969,,08:00-12:00 14:00-17:00 00:00-24:00,114.378096,22.704296,深圳市,坪山区,B0FFI64NUZ,试点地区搜索
深圳市龙华区中心医院,综合医院,福城街道四和社区观澜大道187号(长湖地铁站B口旁),0755-28015466,,24小时营业,114.046105,22.713407,深圳市,龙华区,B02F38IG6T,试点地区搜索
中山大学附属第八医院心理中心,精神专科医院,福华路132号(福星地铁站A口步行370米),0755-83995877,4.3,08:00-20:00,114.078878,22.539845,深圳市,福田区,B0K2BZETML,试点地区搜索
宝安人民医院建安院区-临床心理科,其他,创业二路4号,,,,113.900913,22.565375,深圳市,宝安区,B0K2SA9VC8,试点地区搜索
深圳市龙华区人民医院,其他,龙华街道景龙建设路38号,0755-27741585,,08:00-17:00,114.032620,22.655543,深圳市,龙华区,B02F38WSN9,试点地区搜索
北京大学深圳医院,其他,莲花路1120号,0755-83923333,,08:00-12:00,114.049251,22.556441,深圳市,福田区,B02F3006F9,试点地区搜索
深圳市第二人民医院,其他,笋岗西路3002号,0755-83366388,,,114.085740,22.557275,深圳市,福田区,B02F305KXG,试点地区搜索
深圳市人民医院,其他,东门北路1017号,0755-25533018,,24小时营业,114.128030,22.557525,深圳市,罗湖区,B02F37W9ER,试点地区搜索
深圳市宝安人民医院,其他,新安街道宝城龙井二路118号,0755-27788311,,08:00-12:00 14:30-17:30,113.914854,22.562217,深圳市,宝安区,B02F302E7B,试点地区搜索
中山大学附属第八医院,精神专科医院,深南中路3025号,0755-83982222;4001191160,,08:00-12:00 14:00-17:00,114.079554,22.538751,深圳市,福田区,B0FFHGD85N,试点地区搜索
深圳市罗湖区人民医院,其他,友谊路47号,0755-82203083,,08:00-17:00,114.122198,22.537850,深圳市,罗湖区,B02F38IHAD,试点地区搜索
深圳市龙岗区人民医院,其他,龙城街道愉园社区爱心路53号,0755-28932833,,24小时营业,114.227612,22.726294,深圳市,龙岗区,B02F301B9F,试点地区搜索
深圳科心大心理专科,其他,深南东路2011号深南万科里(深南道云创汇)东塔4层418、419,18123897415,4.6,08:30-18:00,114.128817,22.544098,深圳市,罗湖区,B0L2SR6677,试点地区搜索
桥恩心理咨询国际连锁(深圳南山总店),心理咨询中心,粤海街道铜鼓路39号大冲国际中心22楼,18124088213,4.7,09:00-21:00,113.953563,22.542270,深圳市,南山区,B0FFM96Y03,试点地区搜索
桥恩心理咨询国际连锁(深圳罗湖店),心理咨询中心,桂园街道松园社区宝安南路3029号国速世纪大厦B座16D,18126498585,4.7,09:00-21:00,114.108993,22.552222,深圳市,罗湖区,B0J3DRKFYK,试点地区搜索
桥恩心理咨询国际连锁(深圳龙华店),心理咨询中心,布龙路与建设路交汇处龙胜恒博中心5楼,18129808508,4.7,09:00-21:00,114.014597,22.641579,深圳市,龙华区,B0G2H5QP2V,试点地区搜索
争渡心理咨询国际连锁(南山店),心理咨询中心,粤海街道大冲社区大冲一路18号大冲商务中心3栋32G,18148589524,4.3,09:00-21:00,113.952991,22.541649,深圳市,南山区,B0FFMFHYU7,试点地区搜索
复点心理咨询中心,心理咨询中心,粤海街道高新区社区白石路3609号科技生态园A2609,18926478836,4.5,09:00-21:00,113.953138,22.531667,深圳市,南山区,B0KUB7PG19,试点地区搜索
深圳心安考拉心理咨询中心,心理咨询中心,科技南十二路2号金蝶云大厦F17层,4000408088,4.4,24小时营业,113.954687,22.533448,深圳市,南山区,B0LDBADAOE,试点地区搜索
心博士心理咨询连锁品牌(龙岗店),心理咨询中心,乐荟中心5栋B座13层,13147053055,4.4,24小时营业,114.077976,22.639557,深圳市,龙岗区,B0HK57MGHE,试点地区搜索
心博士心理咨询(福田店),心理咨询中心,梅林街道梅都社区中康路126号卓越梅林中心广场(南区)卓悦汇A1903,18681486552,4.2,24小时营业,114.060445,22.569071,深圳市,福田区,B0JB1RC3XM,试点地区搜索
从心开始心理咨询全国连锁(深圳总店),心理咨询中心,福华三路88号财富大厦38层,0755-28886662,4.2,09:00-19:00,114.063672,22.533191,深圳市,福田区,B0K13ZUZR2,试点地区搜索
深圳首康心理咨询,心理咨询中心,龙华街道玉翠社区建辉路粤通工业区粤通工业区6号楼,19154945992,4.5,24小时营业,114.025008,22.666825,深圳市,龙华区,B0K2RCGYHP,试点地区搜索
瑞即心理咨询国际连锁(福田店),心理咨询中心,深南大道7006号万科富春东方大厦F23层,18124627969,4.2,24小时营业,114.025854,22.537365,深圳市,福田区,B0KBTUWORR,试点地区搜索
瑞即心理咨询国际连锁(南山店),心理咨询中心,粤海街道大冲社区深南大道9672号大冲商务中心(一期)2栋2号楼3107,18124627969,4.4,24小时营业,113.952558,22.541045,深圳市,南山区,B0GK5N67PG,试点地区搜索
哆唻咪心理咨询(福田店),心理咨询中心,福田街道岗厦社区彩田路3069号星河世纪A栋3606,13717003998,4.1,10:00-19:00,114.067475,22.539075,深圳市,福田区,B0FFLHS3GI,试点地区搜索
观心实验室·心理咨询(深圳福田店),心理咨询中心,沙头街道上沙社区滨河大道9285号(上沙盈凯大厦)中洲滨海商业中心二期1栋B座26层,,4.3,,114.029181,22.528101,深圳市,福田区,B0L1ZAKS8K,试点地区搜索
深圳贝莱心理咨询服务中心,心理咨询中心,桃园路田厦国际中心A座1205号(桃园地铁站出入口旁),0755-86523852;13332987156,4.1,08:00-22:30,113.926122,22.533033,深圳市,南山区,B0HAV7AQSC,试点地区搜索
瑞即心理咨询国际连锁(龙华店),心理咨询中心,龙华街道清华社区和平东路幸福城商业大厦A1605,18124627969,4.1,09:00-21:00,114.036423,22.662363,深圳市,龙华区,B0JU39ELTQ,试点地区搜索
争渡心理咨询国际连锁(宝安店),心理咨询中心,新安街道海旺社区创业路1004号85区宏发领域花园4栋616,18148589524,4.0,10:00-21:00,113.888204,22.554599,深圳市,宝安区,B0FFKW08HO,试点地区搜索
瑞即心理咨询国际连锁(罗湖店),心理咨询中心,深南东路5016号蔡屋围金龙大厦京基百纳空间店F23层,18124627969,4.4,24小时营业,114.107139,22.545326,深圳市,罗湖区,B0I3S7VAHS,试点地区搜索
争渡心理咨询国际连锁(福田店),心理咨询中心,福田街道岗厦社区金田路3038号现代商务大厦2607,18148589524,4.1,09:00-21:00,114.063741,22.534240,深圳市,福田区,B0FFIUJM8C,试点地区搜索
沐心心理咨询,心理咨询中心,粤海街道高新区社区科苑南路3156号深圳湾科技园12栋B座535,17318081801,4.1,10:00-21:00,113.951629,22.531774,深圳市,南山区,B0J305F0GY,试点地区搜索
香港Young·心理咨询中心,心理咨询中心,深南大道7008号阳光高尔夫大厦2009室,18118731835,4.0,09:00-21:00,114.025261,22.537292,深圳市,福田区,B0KKBLX8T4,试点地区搜索
至心谷疗愈空间,其他,梅林街道中康路卓越梅林中心广场区北区一期1栋12层1201A,13332982335,4.3,,114.059757,22.572330,深圳市,福田区,B0LR1CU14C,试点地区搜索
心灵之语心理咨询中心,心理咨询中心,景田路78号妇儿大厦1302室,0755-82979126;18033420566,3.8,09:00-21:00,114.044664,22.552700,深圳市,福田区,B0KA67LQGY,试点地区搜索
云开冥想空间·正念·催眠,其他,龙岗大道与西埔路交叉口北140米万科天誉10A栋2309,18899779599,3.9,09:30-21:00,114.245420,22.711859,深圳市,龙岗区,B0JG2UFW7B,试点地区搜索
深圳康和健门诊部精神心理科,其他,梅园路10号(龙园地铁站D口步行340米),13077863233,,08:00-18:00,114.264885,22.729308,深圳市,龙岗区,B0FFIN70BA,试点地区搜索
福永人民医院怀德社区健康服务中心,其他,翠岗西路117号富德商务大厦F1层,0755-27331078,,08:00-21:00,113.817998,22.662875,深圳市,宝安区,B0FFLLKM1U,试点地区搜索
福永人民医院新和社区健康服务中心,其他,悦盛一路1号,0755-27302071,,08:00-12:00 14:30-17:30,113.806453,22.666515,深圳市,宝安区,B02F37VDPY,试点地区搜索
上梅林社区健康服务中心,其他,梅林路与梅村路交汇处梅林四村梅林阁1层08号(地铁9号线梅村地铁站C2出口处),0755-83107446,,08:00-12:00 14:00-21:00,114.054182,22.568168,深圳市,福田区,B02F30A4AO,试点地区搜索
深圳市福田区福中社区健康服务中心,其他,中银花园(莲花村地铁站A2口步行130米),0755-83514753,,08:00-12:00 14:00-17:00,114.067018,22.547228,深圳市,福田区,B0FFM9ZSBV,试点地区搜索
益田社区健康服务中心,其他,益田村中心广场东侧康乐楼一、二楼,0755-83805116,,08:00-12:00,114.051015,22.514482,深圳市,福田区,B0FFFQ7ATO,试点地区搜索
石岩人民医院塘头社区健康服务中心,其他,石岩镇塘头大道70号,0755-27650842,,08:00-21:00,113.916831,22.660836,深圳市,宝安区,B02F37V7TM,试点地区搜索
罗田社区健康服务中心,其他,燕罗路121号,0755-27148294,,08:00-21:00,113.874462,22.795685,深圳市,宝安区,B0FFHGO9IV,试点地区搜索
深圳沙河医院沙河社区健康服务中心,其他,白石洲沙河街32号(白石洲地铁站A口步行290米),0755-86657426,,,113.969150,22.541504,深圳市,南山区,B0FFH4ZMWB,试点地区搜索
新沙社区健康服务中心,其他,新沙路41号,0755-83405320;0755-83710553,,08:00-12:00 14:00-17:00,114.043442,22.528851,深圳市,福田区,B0FFKOTXNJ,试点地区搜索
金碧社区健康服务中心,其他,福荣路金域蓝湾裙楼68-19号,0755-83406075,,09:00-18:00,114.024558,22.524112,深圳市,福田区,B02F38J6J0,试点地区搜索
深圳市特殊需要儿童早期干预中心(梅林路),其他,梅林路2号(孖岭地铁站C口步行340米),,,,114.071860,22.568836,深圳市,福田区,B02F38ITFP,试点地区搜索
言知星儿童干预中心,其他,上步北路2008号银湖大厦203-206室,13163729208;18688725762,,,114.089796,22.568798,深圳市,罗湖区,B0JDNR5ZWM,试点地区搜索
启智特殊儿童干预中心,其他,东园路台湾花园大厦裙楼东座3层3009,,,,114.103025,22.537275,深圳市,福田区,B0I2FKCQN8,试点地区搜索
南山区金色年华特殊儿童干预中心,其他,桃源村文化中心2层,0755-26789836,,,113.979075,22.556717,深圳市,南山区,B0I2YSQBTO,试点地区搜索
臻语儿童干预中心,其他,马峦街道坪环市场1栋3楼302,,3.9,,114.350428,22.682000,深圳市,坪山区,B0JGR4ZJNA,试点地区搜索
开平市第三人民医院,其他,金山大道路东,0750-2392169,,24小时营业,112.672117,22.402244,江门市,开平市,B0FFH10DD8,试点地区搜索
江门益民医院,其他,建设三路k座,,,,113.058251,22.639969,江门市,蓬江区,B0J6PH55BE,试点地区搜索
江门市精神卫生中心,精神专科医院,江门市第三人民医院东北门旁,,,,113.070852,22.589102,江门市,蓬江区,B0FFGRFDJV,试点地区搜索
江门市新会区精神卫生中心,精神专科医院,新会第三人民医院东北门旁,,,,113.022247,22.518095,江门市,新会区,B0GUMXB6GA,试点地区搜索
台山市精神卫生中心,精神专科医院,环北大道与西安路交叉口西60米,,,,112.791249,22.252424,江门市,台山市,B0IAF7ADA2,试点地区搜索
鹤山市精神卫生中心,精神专科医院,中心路与人民路交叉口西北20米,,,,112.961879,22.761456,江门市,鹤山市,B0HUCDUHYW,试点地区搜索
三埠医院三埠余铨针医院,其他,荻海中和路272号,0750-2338785,,,112.686187,22.348832,江门市,开平市,B02EE01NPF,试点地区搜索
江门市妇幼保健院,其他,星河路2号,0750-3060666;0750-7361110,,08:00-21:00,113.065834,22.605485,江门市,蓬江区,B02EE02FBO,试点地区搜索
新会区妇幼保健院,其他,会城冈城路18号,0750-6609933;0750-6613259;0750-6662161,,24小时营业,113.052754,22.554466,江门市,新会区,B0ID3AGV92,试点地区搜索
江门市中心医院,综合医院,北街海傍街23号,0750-3165500;0750-3120120;0750-3373123,,08:00-12:00 14:30-18:00,113.114497,22.605921,江门市,蓬江区,B02EE017E5,试点地区搜索
五邑中医院,其他,华园东路30号,0750-3509898,,,113.073645,22.578529,江门市,蓬江区,B02EE00B32,试点地区搜索
台山市人民医院,其他,台城镇环北大道80号,0750-5500908;0750-5522299,,00:00-24:00 08:00-11:30 14:00-17:00,112.793229,22.254118,江门市,台山市,B02EE01Q76,试点地区搜索
江门市第三人民医院,其他,胜利路161号3院,0750-3509312,,,113.070205,22.588679,江门市,蓬江区,B02EE005HX,试点地区搜索
恩平市人民医院,其他,恩城镇春园路30号,0750-7722278,,24小时营业,112.305665,22.190259,江门市,恩平市,B02EE01OTX,试点地区搜索
江门市中心医院(江海分院),综合医院,江海四路66号,0750-3797555;0750-3953991,,24小时营业,113.146653,22.589428,江门市,江海区,B02EE028VV,试点地区搜索
新会第二人民医院,其他,会城冈州大道中94号,0750-6611505;0750-6665666,,,113.035978,22.516381,江门市,新会区,B02EE0OK4E,试点地区搜索
新会第三人民医院,其他,会城紫云路15号,0750-6692672;0750-6699148,,,113.021423,22.517946,江门市,新会区,B02EE0OFM9,试点地区搜索
广东省江门市新会区人民医院,其他,惠民西路7号附近,0750-6181364,,,113.035631,22.524040,江门市,新会区,B0FFGDJ4X0,试点地区搜索
鹤山市第三人民医院,其他,人民法院审判庭南侧200米,,,08:00-13:00 14:30-18:30,112.897862,22.681721,江门市,鹤山市,B0JDJCGJ0U,试点地区搜索
台山合康医院,其他,三合镇三合圩人民中路85号,0750-5833088,,,112.718718,22.185656,江门市,台山市,B0G2J7HY4S,试点地区搜索
恩平心启医院,其他,恩城新平南路110号,0750-7779189,,,112.292874,22.165895,江门市,恩平市,B0FFJLYJMV,试点地区搜索
台山市公共卫生医院,其他,台城镇台海路395号,,,,112.772439,22.226443,江门市,台山市,B0LD5M304T,试点地区搜索
海悦心理咨询中心,心理咨询中心,福康路13号109-111号铺,0750-3329973;13822489973,4.4,09:00-22:00,113.061691,22.602549,江门市,蓬江区,B0K62S8NES,试点地区搜索
珠丽叶塔罗,其他,丰盛路18号113号,13427493433,4.0,13:00-20:00,113.086684,22.605233,江门市,蓬江区,B0KKBC301B,试点地区搜索
零点心理咨询,心理咨询中心,建业街25号,0750-3320323,4.2,,113.082496,22.589243,江门市,蓬江区,B0FFFS3TYY,试点地区搜索
台山市可人心理咨询工作室,心理咨询中心,台城上朗路30号102,18929066018,3.9,10:00-22:00,112.798592,22.241467,江门市,台山市,B0JU4M6H9Z,试点地区搜索
自在心理咨询服务部,心理咨询中心,广赤坎镇红溪大蓢村北二巷1号,13794242337,3.3,,112.587444,22.335811,江门市,开平市,B0G1DUGRQB,试点地区搜索
台山慧光心理咨询中心,心理咨询中心,台城镇东郊路38号步步高豪庭7A1603,13929053882,3.5,09:00-12:00 14:30-17:30,112.804482,22.256401,江门市,台山市,B0K3JD9IG6,试点地区搜索
与心心理,其他,东兴大道人和大厦1号门1栋2楼,18824040055,3.7,08:30-17:30,112.694944,22.381095,江门市,开平市,B0IKA1Q2DG,试点地区搜索
奇门文化,其他,葵尾路13号首层,13360437577,3.7,08:00-19:00,113.095443,22.579853,江门市,蓬江区,B0LUAMMB99,试点地区搜索
心希望心理咨询,心理咨询中心,白石大道与港口二路交叉口东南180米,18138998233,4.1,,113.100708,22.607609,江门市,蓬江区,B0I1FX1B0G,试点地区搜索
亚朵美疗,其他,锦江大道中87号建安御锦珑湾11幢商铺6号7号二楼,,3.6,08:00-20:00,112.342699,22.192600,江门市,恩平市,B0KU7S5UT8,试点地区搜索
心悦营养屋,其他,水口镇乐安路3号7座,,3.9,,112.773742,22.445756,江门市,开平市,B0LDVD2ELG,试点地区搜索
台山市心之舟健康服务咨询工作室,其他,碧桂园花地商铺66号(金星路段),,3.5,,112.793781,22.216576,江门市,台山市,B0H33SRR5A,试点地区搜索
心理服务,其他,环城西路与环北大道交叉口西南80米,,3.3,,112.792507,22.251930,江门市,台山市,B0IAF78RKH,试点地区搜索
江海区未成年人心理健康辅导站,心理咨询中心,新中大道与新南一街交叉口西北20米,,3.4,,113.098161,22.572321,江门市,江海区,B0FFGDG0BD,试点地区搜索
西门社区社会心理服务站,其他,沿江西路与解放路交叉口东南60米,,3.2,,112.305127,22.181331,江门市,恩平市,B0J1YSKOJR,试点地区搜索
less健康研究中心,其他,江桥路74号228室,,2.2,,113.079466,22.629385,江门市,蓬江区,B0K2XA2IS0,试点地区搜索
方遇心理,其他,里村大道与东里路交叉口东南100米,,3.6,,113.068225,22.599625,江门市,蓬江区,B0LGB95VVZ,试点地区搜索
江门市心理学会咨询中心,其他,蓬江区天沙四路一座,,3.3,,113.074857,22.594315,江门市,蓬江区,B0G32KEIWP,试点地区搜索
文楼心理咨询室,心理咨询中心,人民路与解放街交叉口东北420米,,2.3,,113.117924,22.352716,江门市,新会区,B0L0YN5N68,试点地区搜索
江门博润皮肤病专科医院,其他,农林东路43号,17724530511,,08:00-20:00,113.080625,22.582592,江门市,蓬江区,B0FFG9929V,试点地区搜索
鹤山市社会心理服务中心,其他,长塘一街与新华路交叉口东60米,,,,112.963321,22.766776,江门市,鹤山市,B0GUP109MX,试点地区搜索
星星语儿童干预中心,其他,台城桥湖路14号,15975099003,4.2,,112.785934,22.258467,江门市,台山市,B0IAXA2G5R,试点地区搜索
培音儿童干预中心,其他,东兴中路45号二楼,15875020070,3.8,,112.699735,22.371040,江门市,开平市,B0HRNSV231,试点地区搜索
江门市向恩儿童发展中心,其他,群福路15号,,3.9,,113.046740,22.626064,江门市,蓬江区,B0J35CTA0I,试点地区搜索
广西壮族自治区精神卫生中心,精神专科医院,鸡喇路1号广西脑科医院,,,,109.437753,24.278112,柳州市,鱼峰区,B03040PH5M,试点地区搜索
融水金康精神病专科医院,其他,桃园路20号,,,,109.236437,25.053942,柳州市,融水苗族自治县,B0KUJCNSXC,试点地区搜索
广西脑科医院精神科住院部,其他,鸡喇路广西龙泉山医院,,,,109.438225,24.279176,柳州市,鱼峰区,B03040Q3HK,试点地区搜索
